,gwb_code_2017,pharmacy_distance,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpraktijk, berekend over de weg",GP_1km,Aantal huisartsenpraktijken binnen 3 km,Aantal huisartsenpraktijken binnen 5 km,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpost, berekend over de weg",hospital_distance,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot het dichtstbijzijnde ziekenhuis (exclusief buitenpolikliniek), berekend over de weg",Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot de dichtstbijzijnde winkel met overige dagelijkse levensmiddelen, berekend over de weg",shops_1km,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 3 km over de weg te bereiken is,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde grote supermarkt, berekend over de weg",supermarkets_1km,Het aantal grote supermarkten dat vanaf het adres binnen 3 km over de weg te bereiken is,Het aantal grote supermarkten dat vanaf het adres binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde school voor basisonderwijs, berekend over de weg",schools_1km,Aantal scholen voor basisonderwijs binnen 3 km,Aantal scholen voor basisonderwijs binnen 5 km,Aantal kinderdagverblijven binnen 1 km,Aantal kinderdagverblijven binnen 3 km,Aantal kinderdagverblijven binnen 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde hotel, berekend over de weg",Aantal hotels dat vanaf het adres binnen 20 km over de weg te bereiken is,"Afstand in meters van een adres tot het dichtstbijzijnde restaurant, berekend over de weg",restaurants_1km,Aantal restaurants binnen 3 km over de weg te bereiken,Aantal restaurants binnen 5 km over de weg te bereiken,"Afstand in meters van een adres tot het dichtstbijzijnde caf , berekend over de weg",Aantal caf s binnen een straal van 1 km,Aantal caf s binnen een straal van 3 km,Aantal caf s binnen een straal van 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde belangrijk overstapstation, berekend over de weg","Afstand in meters van een adres tot de dichtstbijzijnde oprit van een hoofdverkeersweg, berekend over de weg",distance_train_station_meters,"Afstand in meters van een adres tot de dichtstbijzijnde bibliotheek, berekend over de weg",distance_swimming_pool_meters,Aantal musea binnen 20 km,cinemas_5km,Aantal bioscopen binnen 10 km,Aantal bioscopen binnen 20 km,"Bruto inkomen huishouden, voorlopig inkomen 2017, na revisie","Netto huur, na revisie",rent_monthly,gwb_code_8,gwb_code_10,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_00_14,a_15_24,a_25_44,a_45_64,a_65_oo,a_ongeh,a_gehuwd,a_gesch,a_verwed,a_w_all,a_nw_all,a_marok,a_antaru,a_suri,a_tur,a_ov_nw,a_geb,p_geb,a_ste,p_ste,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_woz,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,a_inkont,g_ink_po,g_ink_pi,p_ink_li,p_ink_hi,p_n_act,p_hh_li,p_hh_hi,p_hh_lkk,p_hh_osm,a_soz_wb,a_soz_ao,a_soz_ww,a_soz_ow,g_wodief,g_vernoo,g_gewsek,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,g_afs_hp,g_afs_gs,g_afs_kv,g_afs_sc,g_3km_sc,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad
2484,03630501,800,170,7,47,135,3316,1183,3,9,18,3446,2,7,14,85,137,446,963,229,9,55,139,333,2,26,99,5,76,220,112,469,55,281,1052,1726,55,137,512,735,458,3570,458,1308,1301,67,13,17,21,74768,1100,1225.09,3630501,BU03630501,Haarlemmerbuurt Oost,Amsterdam,Buurt,BU03630501,1,1510,755,750,130,155,575,425,240,1050,290,140,40,400,220,25,5,35,15,145,,,,,1015,690,195,125,"1,5",16221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,1,1013,1,1,8225
2485,03630502,206.594340714055,187.465846105496,7.25588363670545,43.2300250205327,124.695454411073,4010.61259349587,1793.82363838584,4,8.43788641850482,18,4140.61259349587,3,6.43788641850482,14,59.796589310946,83.963781102592,443.896082943763,937.060335457103,125.271722477048,8.91905543975581,46.6981440858108,134.847224546099,619.220759586774,5.79482827676545,28.6128254949661,95.5335652905848,11.8482298649739,76.6575511578022,204.069578960134,176.512635992736,472,69.8056752635071,135.385360312727,989.937225072316,1690.68704706697,119.714210479484,56.0339669638858,494.624942267893,726.65180620294,1153.37425815535,2942.57951426471,1153.37425815535,909.242686067761,917.062759852247,67,13.5621135814952,16,21,48168.3191368803,433.491742190086,784.335699425666,3630502,BU03630502,Haarlemmerbuurt West,Amsterdam,Buurt,BU03630502,1,2480,1245,1230,235,250,840,740,425,1595,555,235,100,625,470,80,25,95,35,240,,,,,1510,940,310,260,"1,6",22665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,1,1013,1,1,9472
2486,03630503,665.544992579044,428.567860346145,5.17354003082888,35.8765611645817,113.405721143722,4203.07576072408,2127.06173845691,3.65955479053186,8,18.1574900926163,4288.81788349322,2.65955479053186,6,14,318.317922322249,48.8547623295746,382.988684997724,864.245293394259,575.667895218512,4.85697962082743,37.1666855933406,117.463884972917,250.139347988413,2.60051591139355,20.0570404742045,82.6967691456301,6.07604941397642,57.208380359505,180.736181154051,525.779937020322,469.453319057754,104.13657030605,66.0341290613329,838.19355298139,1611.46083232943,352.321581156027,26.2543302734055,425.639319988326,710.207887937418,1388.82726521128,3174.81737292369,1388.82726521128,1103.47651377771,1320.4938337224,67,13.9008307349914,16,21,86778.8072647967,488.681876076144,741.313971677536,3630503,BU03630503,Westelijke eilanden,Amsterdam,Buurt,BU03630503,1,2905,1395,1510,305,285,885,945,495,1840,730,275,70,725,420,50,20,70,15,270,,,,,1800,1100,370,325,"1,6",19056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,6,1013,1,1,7488
2487,03630600,420.709370773964,228.107044372842,9.96538707642539,51.3266380398705,126.252933978167,4015.51715990283,1562.46124476703,3.53569658411714,9,18,4098.57538433202,2.53569658411714,7,14,114.814901708119,90.5187989908667,487.505184471953,952.187083840192,367.848372805687,8.61455027196348,50.8784181067767,134.306083348528,536.393506611948,4.59204590706948,31.1940897230784,97.9672177328453,12.2327160226597,79.7029405237373,216.806372563911,220.178180185897,472.156641290284,53.5501569591942,151.510698033473,1044.39022649075,1715.28843935492,116.530431884438,64.7395614775833,520.29392994325,732.835349948893,1246.70494434952,3045.68372024043,1246.70494434952,1058.26079148022,610.505586019871,67.1346406137634,13,16,21,29057.9455914824,438.63870954817,797.030596145413,3630600,BU03630600,Driehoekbuurt,Amsterdam,Buurt,BU03630600,1,2720,1380,1340,230,240,1115,755,390,1885,555,235,55,730,355,35,20,50,20,225,,,,,1855,1235,385,230,"1,5",27663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,1,1015,1,1,10623
2488,03630602,201.072546043035,148.537038774063,12.402530251208,67.9947022376709,136.157383367169,3326.17301552825,999.096985990252,3,9,19,3326.17301552825,2,7,14,109.417598250149,105.642889617894,630.029864403925,1013.0454036052,300.571538865261,12.8182965708062,68.9754329474356,149.194826890314,419.612014556947,4,42.6220368013563,104.633952597881,15.8108304698249,116.373513503101,239.01265125604,148.537038774063,475,135.392546644419,211.072289643587,1291.85432816888,1781.36159770658,113.008889705121,85.1404330627514,600.795200437274,746.805060502416,1647.70981665117,2706.69603271174,1647.70981665117,1195.12918178338,613.021909497363,68.597469748792,13,15.402530251208,21,51279.3214232892,349.737323038776,871.866374510957,3630602,BU03630602,Bloemgrachtbuurt,Amsterdam,Buurt,BU03630602,1,2925,1440,1485,290,295,1080,785,490,1980,650,250,60,830,355,35,25,45,40,215,,,,,1870,1190,395,285,"1,6",25763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,1,1016,5,1,11843
2489,03630603,335.354412872973,393.722741025089,10.7824737152389,53.1235299522274,125.265831108447,4003.29569818612,1741.80306010844,3.85030447869981,9,18.1496955213002,4003.29569818612,2.85030447869981,7,14,166.996124587978,92.1870924787759,502.563966775749,943.522419755009,417.763434718641,9.95758559108506,51.7824737152389,134.772589784125,505.610682370428,5.94280238217982,34.7824737152389,97.1341630978681,15.8347720552677,83.2061439245935,217.489447581367,382.724370140445,473.974583645454,100.535366308066,151.275207747486,1040.98409068586,1701.50522192725,145.876256141061,58.9277116545886,521.70979247561,725.893710024594,1589.89621103779,2848.00073802253,1589.89621103779,745.121634654591,387.626509878753,67.6581945484847,13.1921099302151,16,21,25541.8023851563,376.006234149631,523.227359198995,3630603,BU03630603,Marnixbuurt Noord,Amsterdam,Buurt,BU03630603,1,1465,725,740,125,130,545,430,250,970,310,145,50,340,315,50,10,85,25,145,,,,,945,575,215,145,"1,6",26525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,2,1015,1,1,10772
2490,03630604,338.052289737254,345.257803712855,10.3275233625273,65.2543574781045,131,3481.93717281983,1527.90940420316,3,9,19,3481.93717281983,2,7,14,238.324077127777,87.3275233625273,587.961693940414,967.40068924695,431.2055139756,9.41811915936818,61.3449532749454,140,318.352044483113,3.41811915936818,39.8362383187364,100.418119159368,13.0905957968409,101.59931075305,232.418119159368,403.125455621677,474,141.916296672659,142.8013784939,1193.63417057789,1731.32752336253,176,65.9825700875818,571.181191593682,732.581880840632,1896.80157723257,2744.93717281983,1896.80157723257,826.801577232568,237.219696391936,68.4181191593682,12,15.5818808406318,21,15189.5362085583,259.519169591349,408.73102391918,3630604,BU03630604,Zaagpoortbuurt,Amsterdam,Buurt,BU03630604,1,935,525,410,50,110,515,200,75,750,110,75,10,260,225,35,15,55,15,110,,,,,750,610,95,45,"1,2",26727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,1015,1,1,12280
2491,03630605,219,174,14,70,133,3037,1313,3,9,19,3037,2,7,14,129,96,654,999,240,13,73,148,286,6,44,105,21,121,241,237,475,142,177,1323,1766,0,78,609,737,1991,2513,1991,1085,583,69,13,15,21,75642,720,872.48,3630605,BU03630605,Marnixbuurt Midden,Amsterdam,Buurt,BU03630605,1,190,105,85,15,25,115,30,15,150,30,20,0,55,35,0,5,10,5,25,,,,,115,60,35,15,"1,7",12567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1016,1,1,11878
2492,03630606,502.579369977669,449.917371994382,14.5586817173452,72.4074145473472,133.913898276617,3312.47478513311,845.803361290093,3,9.12922322239352,18.1084055698959,3378.11100575197,2,7.12922322239352,14,81.622270356176,109.034432609568,659.692306475002,1011.65774805573,272.671876246445,13.1673658968645,72.0734471265196,148.52638292186,253.548111123658,4.18443476878741,45.5193665188063,103.969052923854,14.1196836230735,134.30164179553,244.940092675122,249.329079386123,472.695834215805,114.75113865406,243.984431926703,1366.73113866432,1782.03428226833,85.4607628366118,112.400553580258,629.114481959474,743.013782318302,1839.17591703217,3003.92208708697,1839.17591703217,1013.28299520671,1081.97470515235,68.7592066735013,13,14.8980100303681,21,53502.3564768256,541.944259061447,844.18911576093,3630606,BU03630606,Elandsgrachtbuurt,Amsterdam,Buurt,BU03630606,1,4325,2190,2135,355,400,1650,1215,720,2910,925,395,105,1225,625,90,45,100,55,335,,,,,2890,1925,580,380,"1,5",22924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,19,2,1016,1,1,11590
2493,03630607,470,370,12,78,138,3113,789,3,10,18,3243,2,8,14,169,102,683,1019,317,11,78,147,450,2,52,112,10,143,251,130,472,46,259,1434,1792,211,125,638,742,1975,3270,1975,1104,1292,69,13,15,21,18085,248.850006103516,385.740006103516,3630607,BU03630607,Passeerdersgrachtbuurt,Amsterdam,Buurt,BU03630607,1,860,455,405,55,80,315,250,175,600,170,75,30,245,110,10,15,15,15,60,,,,,605,415,130,55,"1,4",18887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1016,1,1,10094
2494,03630608,512,398,15,75,131,3100,1125,3,9,18,3100,2,7,14,126,98,670,1011,310,15,73,148,526,6,51,104,17,137,239,348,474,74,213,1357,1782,126,98,625,738,2129,2746,2129,896,876,69,13,15,21,42239,,825.980833333333,3630608,BU03630608,Groenmarktkadebuurt,Amsterdam,Buurt,BU03630608,1,240,115,120,5,50,140,35,15,195,30,15,10,75,40,5,5,5,5,25,,,,,160,95,55,5,"1,5",6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,1016,1,1,11866
2495,03630609,439,235,9,81,139,3044,1040,4,10,18,3174,3,8,14,186,85,695,1027,426,11,82,148,467,2,51,112,12,154,251,130,471,154,245,1447,1798,52,104,636,742,2225,3135,2225,1073,1116,69,13,15,21,70221,,905.791666666667,3630609,BU03630609,Marnixbuurt Zuid,Amsterdam,Buurt,BU03630609,1,685,365,320,35,30,290,140,200,430,120,85,60,190,105,15,10,15,10,60,,,,,510,395,80,30,"1,3",16670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,1016,1,1,11126
2496,03630610,324.41302236295,240.735740474046,11,52.3483840419756,133,3979.43868829383,1327.43868829383,3,9,18,4098.98716703456,2,7,14,140.929181943193,104.651615958024,504.787072335805,972.651615958024,144.41302236295,9,53.3483840419756,138.303231916049,421.064638320974,3.65161595802435,31,101.651615958024,7.6967680839513,81,220.348384041976,391.322718111096,472.348384041976,81.6516159580244,165.045152125927,1084.34838404198,1724.65161595802,32.922528713586,73,534.696768083951,737.348384041976,1200.8902095531,3315.34220430614,1200.8902095531,1154.41302236295,564.41302236295,67.6516159580244,13,16,21,101126.743573651,734.312110750423,1033.40337816676,3630610,BU03630610,Anjeliersbuurt Noord,Amsterdam,Buurt,BU03630610,1,2100,1060,1040,205,220,675,645,365,1420,460,175,55,535,210,30,15,30,15,135,,,,,1315,820,265,225,"1,6",22183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,0,1015,1,1,10887
2497,03630611,232.240676126728,294.180660886745,13.049052141092,61.1050386609689,133.111973039754,3720.5478807518,1145.75885768374,3,9,18.7702488438715,3741.91473827175,2,7,14,77.5696440451018,116.368172995629,567.77850171658,993.445163499485,257.49669861045,11.1119730397538,58.4467628568513,145.17909965767,178.510028660103,4.54049768774296,35.9382084035023,100.055986519877,9.11197303975385,93.2729982205997,231.59648420762,315.512463952896,474.770248843872,59.7751925025183,196.285905726853,1181.48148567022,1762.47903787413,83.0281764684238,82.3675348895792,571.479201606169,744.123113137793,1399.40563937166,3031.39924943962,1399.40563937166,960.363703853445,371.363703853445,68,13,15.7142623239946,21,71470.9912811975,480.349046593073,740.384330125944,3630611,BU03630611,Anjeliersbuurt Zuid,Amsterdam,Buurt,BU03630611,1,2950,1490,1460,250,255,945,985,530,2030,600,270,60,750,375,40,20,75,20,220,,,,,1960,1310,385,265,"1,5",26716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,1,1015,1,1,11733
2498,03630704,300.418573108156,135.463114744395,7.57096952330922,83.2870914300724,141.366108893211,2216.45641558914,1375.11049404383,4,10,16.7887029644036,2346.45641558914,3,8,12.7887029644036,120.661409436362,82.4597825173762,694.276085312772,1026.67826013901,207.086411536708,8.72989125868812,92.3793475521287,151.729891258688,317.740750972375,3.57740592880728,49.7193449754257,111.943514822018,7.18967377606437,148.787498949827,259.109238810817,178.155972370768,472.459782517376,43.7934755212873,238.810326223936,1439.76467167572,1803.13804265639,73.1836972046038,92.7298912586881,608.028803845569,739.189673776064,2652.12608951346,3081.64945629344,2652.12608951346,1454.70064388746,593.629665871684,69.7887029644036,13,15,20.7887029644036,47411.4490380067,,2035.31889855324,3630704,BU03630704,Weteringbuurt,Amsterdam,Buurt,BU03630704,1,2420,1205,1210,280,250,1100,520,280,1755,520,120,35,740,270,20,15,30,25,185,,,,,1510,910,365,230,"1,6",20374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,2,1017,1,1,9395
2499,03630705,389.231947577035,250.430665936188,7.05289495715583,84.5793424357337,141.579342435734,1872.97212597265,1661.1765505269,3.52644747857791,10.9471050428442,16.5264474785779,2002.97212597265,2.52644747857791,8.94710504284417,12.5264474785779,178.231947577035,89.7909222643571,668.057899143117,1015.79092226436,178.758395055612,10.4735525214221,92,150.105789914312,419.231947577035,4.57934243573374,49.0528949571558,109.579342435734,8.42065756426626,138.108292007292,258.158684871467,86.3373864867778,469.63223739289,188.982485349138,244.743031493162,1412.27198106472,1799.68513235005,155.594705998184,83.3198718359153,600.63473948587,736.579342435734,3002.70299800548,2884.08577317047,2842.64224576481,1338.15117859253,740.808787919788,68.1057899143117,13,15,20,215273.267942185,750,1448.89883228563,3630705,BU03630705,Den Texbuurt,Amsterdam,Buurt,BU03630705,1,1060,570,490,120,125,365,280,180,670,305,70,30,295,120,5,10,15,10,85,,,,,610,350,140,120,"1,7",11161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,2,1017,1,1,9945
2500,03630706,279.002033107318,268.856396894187,5.1120262829219,80.5915397365063,135.506270368385,1448.97720808126,1504.7967228647,2.15500750699308,12,16,1578.97720808126,1.15500750699308,10,12,173.774455095735,54.9374962293639,666.142373621571,991.132587532188,167.149660761507,12.2770232852122,92.1615881843643,141.538496555089,285.805935573819,3.41538815748818,45.7160488207934,101.206547939095,10.7917186842394,122.683986412058,247.250222243187,125.690274270304,464.73269145551,67.8448922799655,148.321356790501,1361.39900684299,1784.68037608786,150.888086527701,49.9831545057807,575.226198655288,739.477958381532,2478.56504139891,3332.2163796426,2474.99986873807,1434.05533993699,1390.4049705655,64.744813866834,13.1180921848848,15,20,65884.9106669185,770.341515743255,951.306357120125,3630706,BU03630706,Utrechtsebuurt Zuid,Amsterdam,Buurt,BU03630706,1,1155,590,560,105,115,395,350,200,730,300,105,30,330,110,5,15,15,10,65,,,,,750,475,170,105,"1,5",20348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1017,1,1,9162
2501,03630707,504.157692527893,431.603238146957,5.63752716085936,81,136.187635804297,1401.12170753132,1531.12170753132,2.63752716085936,12,16,1531.12170753132,1.63752716085936,10,12,306.034050570861,78.025597538906,658.138613595234,987.025597538906,331.475488895469,13,93.1002172868749,142.462690126016,377.925380252031,4.08741851742191,45.2750543217187,100.375271608594,13.8123641957032,123.550108643437,247.825162965156,198.959430822892,464.825162965156,116.30693202383,160.650325930312,1348.55228151219,1778.82516296516,296.596957983751,54.5501086434375,569.76334198664,735.637527160859,2781.01714450695,3111.36029997039,2515.90847418812,1197.87635804297,1251.06810114172,64,13,15,20,57765.5664138824,310.346659342448,447.412587876236,3630707,BU03630707,Frederikspleinbuurt,Amsterdam,Buurt,BU03630707,1,915,475,435,100,85,325,270,145,595,240,70,20,265,105,10,10,15,5,70,,,,,550,325,130,90,"1,7",6739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,2,1017,1,1,10248
2502,03630800,638.925899885356,491.29042166388,4.00923728425615,78.5358429493971,136.599727622689,1226.48898814214,1247.04871283087,2,11,16,1247.04871283087,1,9,12,335.546627671575,31.6114470072603,611.67811665625,972.903965813325,208.365169176339,6.74600251365736,81.5288549455088,137.755336493918,428.287134568789,3.5809629661644,41.8124290781558,97.8784663358114,8.35567779132984,103.749694007662,238.761128124232,283.909707983341,458.545651957611,192.401538064175,97.2170775632166,1281.80244809061,1768.78816651139,328.820372502827,41.6547390199724,557.054758691989,735.053833457072,2141.64973121091,3933.96569973947,2071.64510869034,1679.03700896282,1922.37542736003,63.3553457525519,14,15,20,54645.8190368523,475.132531141191,661.346592130871,3630800,BU03630800,Weesperbuurt,Amsterdam,Buurt,BU03630800,1,3325,1785,1535,220,465,1230,840,580,2245,665,335,90,895,595,75,20,135,30,340,,,,,2020,1355,440,225,"1,5",15698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,21,7,1018,1,1,7873
2503,03630801,810.42548995192,188.607457547357,5.83559121357819,77.8355912135782,127.253386820367,993.152702913745,918.216756503506,2,11,16,918.216756503506,1,9,12,216.773707742571,22.7872550240401,588.040641844407,954.102525315415,265.559121357819,5.67118242715637,79.8355912135782,135.835591213578,342.209062158375,3.83559121357819,46.0889780339455,94.4177956067891,10.4177956067891,110.431342888258,236.835591213578,221.251545411575,458.253386820367,165.067736407346,78.0058529363383,1218.06773640735,1764.10252531541,228.824214050863,24.4448901697273,529.684729708625,720.520320922204,2433.87807446678,3745.07911357006,1897.51078516828,1466.87222153044,1820.40424832532,63,13.5822043932109,15,20,59642.70484286,244.313344319661,1228.50169068421,3630801,BU03630801,Sarphatistrook,Amsterdam,Buurt,BU03630801,1,2150,1165,985,190,290,875,600,205,1555,410,165,30,565,435,55,20,85,40,235,,,,,1220,765,285,165,"1,6",11794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,18,3,1018,1,1,8070
2504,03630803,350.732974448117,488.267025551883,3.62907992314831,65.8872397694449,133.516319692593,1570.9881131602,1365.92578962502,2,11,17,1365.92578962502,1,9,12,140.925789625022,9.51631969259325,551.887239769445,957.436198847225,520.302686071283,4.62907992314831,75.7418401537034,136.258159846297,460.554869548171,1,39.3709200768517,99.6290799231483,9.11276023055506,85.1127602305551,229.629079923148,68.6468772333393,457,42.7774347740853,48.5489590777798,1176.05043669538,1742.77447953889,99.1631969259326,19.0326393851865,534.178039000928,719.807118924076,1984.73297444812,4308.26702555188,1825.26702555188,1568.89610547503,1849.26702555188,63,14,15,20,89509.1837824361,,1131.86639121323,3630803,BU03630803,de Plantage,Amsterdam,Buurt,BU03630803,1,1850,940,905,195,245,570,525,325,1205,470,125,60,490,240,15,20,30,15,165,,,,,1095,650,260,185,"1,6",5419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,34,4,1018,1,1,6962
2505,03630804,594,353,14,56,117,1233,955,2,11,16,955,1,9,12,615,30,418,858,340,9,67,125,784,3,35,82,9,74,188,548,456,59,52,907,1651,365,27,411,669,2725,3780,1296,1040,1320,65,13,15,19,28032,604,769.86,3630804,BU03630804,Alexanderplein e.o.,Amsterdam,Buurt,BU03630804,1,405,215,185,55,45,185,95,40,310,75,25,5,105,55,0,5,5,10,40,,,,,245,145,55,40,"1,6",10184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,1018,1,1,9136
2506,03630901,618.340745800615,1074.34074580061,0.555521708672993,41.1107387954029,115.222086834692,2916.34074580061,2779.34074580061,2,8,16,2779.34074580061,1,6,12,873.340745800615,2.11104341734599,317.108301819858,815.665346638247,951.340745800615,1.11104341734599,43.5552170867299,116.888651960711,1012.78522409194,0.555521708672993,21.777608543365,80.5552170867299,2.66656512601898,40.333130252038,178.554912464787,451.340745800615,443.111043417346,451.340745800615,11.777608543365,668.772734592276,1570.33160714232,612.785224091942,2.66656512601898,341.886824229053,660.443564425498,2141.34074580061,4336.78522409194,2141.34074580061,1979.78522409194,2885.78522409194,61,14,15,19,53859.7271669046,488.820276286447,737.134486579775,3630901,BU03630901,Kattenburg,Amsterdam,Buurt,BU03630901,1,1710,805,900,150,380,455,385,350,1050,435,175,60,335,375,60,15,105,30,165,,,,,1060,670,200,180,"1,6",19153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,3,1018,1,1,5060
