,gwb_code_2017,pharmacy_distance,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpraktijk, berekend over de weg",GP_1km,Aantal huisartsenpraktijken binnen 3 km,Aantal huisartsenpraktijken binnen 5 km,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpost, berekend over de weg",hospital_distance,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot het dichtstbijzijnde ziekenhuis (exclusief buitenpolikliniek), berekend over de weg",Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot de dichtstbijzijnde winkel met overige dagelijkse levensmiddelen, berekend over de weg",shops_1km,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 3 km over de weg te bereiken is,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde grote supermarkt, berekend over de weg",supermarkets_1km,Het aantal grote supermarkten dat vanaf het adres binnen 3 km over de weg te bereiken is,Het aantal grote supermarkten dat vanaf het adres binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde school voor basisonderwijs, berekend over de weg",schools_1km,Aantal scholen voor basisonderwijs binnen 3 km,Aantal scholen voor basisonderwijs binnen 5 km,Aantal kinderdagverblijven binnen 1 km,Aantal kinderdagverblijven binnen 3 km,Aantal kinderdagverblijven binnen 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde hotel, berekend over de weg",Aantal hotels dat vanaf het adres binnen 20 km over de weg te bereiken is,"Afstand in meters van een adres tot het dichtstbijzijnde restaurant, berekend over de weg",restaurants_1km,Aantal restaurants binnen 3 km over de weg te bereiken,Aantal restaurants binnen 5 km over de weg te bereiken,"Afstand in meters van een adres tot het dichtstbijzijnde caf , berekend over de weg",Aantal caf s binnen een straal van 1 km,Aantal caf s binnen een straal van 3 km,Aantal caf s binnen een straal van 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde belangrijk overstapstation, berekend over de weg","Afstand in meters van een adres tot de dichtstbijzijnde oprit van een hoofdverkeersweg, berekend over de weg",distance_train_station_meters,"Afstand in meters van een adres tot de dichtstbijzijnde bibliotheek, berekend over de weg",distance_swimming_pool_meters,Aantal musea binnen 20 km,cinemas_5km,Aantal bioscopen binnen 10 km,Aantal bioscopen binnen 20 km,"Bruto inkomen huishouden, voorlopig inkomen 2017, na revisie","Netto huur, na revisie",rent_monthly,gwb_code_8,gwb_code_10,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_00_14,a_15_24,a_25_44,a_45_64,a_65_oo,a_ongeh,a_gehuwd,a_gesch,a_verwed,a_w_all,a_nw_all,a_marok,a_antaru,a_suri,a_tur,a_ov_nw,a_geb,p_geb,a_ste,p_ste,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_woz,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,a_inkont,g_ink_po,g_ink_pi,p_ink_li,p_ink_hi,p_n_act,p_hh_li,p_hh_hi,p_hh_lkk,p_hh_osm,a_soz_wb,a_soz_ao,a_soz_ww,a_soz_ow,g_wodief,g_vernoo,g_gewsek,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,g_afs_hp,g_afs_gs,g_afs_kv,g_afs_sc,g_3km_sc,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad
2606,03634102,361.520324260364,231.023722542344,8.57285971555337,52.5728597155534,107.828272615823,1187.10888194506,1187.10888194506,5,9,20,1187.10888194506,4,8,14,126.836232547863,51.7262821437013,368.403447343208,874.488882224404,428.520324260364,5.12770645013461,57.8228846306138,115.700566165688,359.60738218977,5.27111086940897,46,93.4451532654188,10.0180129809721,111.971677035097,199.197443362191,536.520324260364,473,253.616845609538,35.9886986125091,502.790671300204,1548.7753990879,94.0816920804224,39.3534727772284,212.635925263783,669.995078001278,2942.47967573964,514.891118054943,2669.04979513658,283.520324260364,328.074904788155,70,11,16,19,49012.3762760482,122.913352302096,993.212579613248,3634102,BU03634102,Orteliusbuurt Noord,Amsterdam,Buurt,BU03634102,1,1405,690,715,155,140,680,280,165,955,290,130,40,225,520,160,15,85,105,160,,,,,855,485,210,155,"1,6",33037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,1056,1,1,8139
2607,03634200,284.135306908047,178.885568969349,11.1058835186547,56.207983017618,111.733104386449,1461.86536263757,1461.86536263757,5,9,20.5367463050974,1461.86536263757,4,8,14.5367463050974,45.0768943298112,67.5215631884138,418.808362646562,903.810120455287,236.831508031611,4.69144051729684,56.9324175457964,120.598613979026,206.825969722976,8.82510198302432,47.4948156616667,93.2900544963227,17.4378686584081,119.598613979026,210.108678053025,791.105697086256,472.845305787801,57.5772041054614,47.5132920291866,693.033299402634,1627.8593676968,60.428553131832,49.8741794508475,293.890141748966,685.62564787125,3385.74305933383,1108.74305933383,2752.67472134693,376.932427405155,859.865362637566,69,11.6914405172968,15.424544903746,19,40283.192373885,365.976859550296,580.538187361804,3634200,BU03634200,Balboaplein e.o.,Amsterdam,Buurt,BU03634200,1,3085,1565,1520,415,365,1460,640,215,2185,565,280,60,530,1235,350,30,170,345,340,,,,,1790,1025,390,370,"1,7",26438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,0,1057,1,1,10716
2608,03634201,244.913727998047,170.918499035542,10.120734813249,58.5757677136323,120.588734641897,1868.10510268291,1868.10510268291,5,9,19.8822041070134,1868.10510268291,4,8,14,99.4521101910999,72.720199301034,421.699844940204,929.155928147636,175.757041407932,8.44312899695956,57.3256439190866,126.240606268387,287.094161731888,7.81184401992806,50.1956350109282,97.838100657547,12.1985659681526,121.952757403889,222.329015597981,653.5321805157,472,209.10626445875,60.903225682792,686.073696109802,1664.63783594019,194.242493306718,44.9255319491286,282.05794996028,692.780012797231,3756.76452066456,1495.86161904094,2258.19342990708,725.028802202511,1266.23402864162,69,12,14.332780117876,19,50965.3807303459,430.90949660241,680.177845387328,3634201,BU03634201,Columbusplein e.o.,Amsterdam,Buurt,BU03634201,1,3470,1800,1665,465,390,1465,820,340,2305,790,325,60,535,1475,520,40,190,285,450,,,,,1995,1130,435,425,"1,7",24011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,1,1057,1,1,10826
2609,03634202,313.728693529486,190.934275600706,9.36827472314723,53.1360350433099,111.816801024455,1152.42958232316,1152.42958232316,5,9,20,1152.42958232316,4,8,14,110.678576766048,58.9289587193493,377.37202826726,889.499443777656,320.686882583639,4.13603504330991,58.568017521655,119.720596387927,580.917489130468,5.33577784181764,46.2886139095822,94,10.0324968813296,115.056374229745,204.049040704292,501.81440086927,473,202.135513363217,35.3211107909118,520.154038436507,1579.52332112607,51.451202083239,40.2249061543844,220.674718463153,674.800257201492,3218.18285014696,801.81440086927,2464.74669933698,196.335220767956,550.42958232316,69.568017521655,11,15.9037953634726,19,45125.838089992,496.646957065717,775.385384078209,3634202,BU03634202,Orteliusbuurt Midden,Amsterdam,Buurt,BU03634202,1,1940,945,995,235,155,980,425,160,1400,355,170,30,425,530,170,25,80,85,180,,,,,1165,645,295,220,"1,7",31907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,1057,1,1,9005
2610,03634203,340,341,10,53,118,1507,1507,5,9,20,1507,4,8,14,111,61,381,918,441,3,56,124,609,4,50,96,7,120,212,854,473,316,40,594,1616,165,38,243,678,3467,1154,2242,373,905,69,12,15,19,39050,,788.3075,3634203,BU03634203,Orteliusbuurt Zuid,Amsterdam,Buurt,BU03634203,1,1860,880,980,200,155,895,370,255,1280,330,170,95,430,480,105,25,90,95,170,,,,,1105,665,260,175,"1,6",24182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,1,1057,1,1,10082
2611,03634300,461.283664414358,306.590622347139,5.64875799710032,55.8200801971667,127.961166995469,2205.60927462933,2205.60927462933,5,9,19,2205.60927462933,4,8,14,146.245483958364,43.5552485186448,387.724171360431,973.970284191433,348.839786979862,5.22510527564197,57.1818680774923,136.718757431622,429.507390464086,3.47670367894155,53.6387090782571,104.558798859756,17.5925306461127,122.621582226776,227.42059799796,552.194433355164,472.354125867965,152.069382200069,60.5073293978163,604.112731722382,1674.62975435927,209.66419374539,26.6371967830564,246.229911080827,687.076887707794,3574.19443335516,1120.14948143336,1753.44670854238,1093.88501851665,1603.88501851665,69,12,14,19,79814.8690587394,671.040210201059,1116.26346834303,3634300,BU03634300,Paramariboplein e.o.,Amsterdam,Buurt,BU03634300,1,3905,1845,2055,555,390,1945,735,285,2875,730,235,70,925,820,190,45,105,125,360,,,,,2245,1225,545,475,"1,7",24989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,1,1058,1,1,9872
2612,03634301,470,347,5,55,127,2194,2194,5,9,19,2194,4,8,14,231,34,375,968,475,4,56,135,118,2,55,104,16,121,227,552,472,397,47,587,1668,100,19,238,683,3633,940,1580,1084,1593,69,12,14,19,80048,1400,1523.88,3634301,BU03634301,Postjeskade e.o.,Amsterdam,Buurt,BU03634301,1,3015,1430,1585,360,320,1415,620,310,2205,535,235,50,615,555,85,25,110,90,245,,,,,1750,895,505,345,"1,7",18596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,1,1058,1,1,8821
2613,03634400,868.663325755096,592.385124683591,3.92928490492849,52.2398127279813,121.521437042328,2636.82609977325,2636.5255606192,5,8.94696367869637,18.8055334885534,2638.24040167468,3.98232122623212,7.91160613116062,13.8055334885534,205.533914711971,46.3448172493762,337.379218063028,953.811466824437,245.623371079101,6.27163564534783,50.92451420882,135.24980139698,579.867780935542,3.96464245246425,48.9598717563557,106.664718519919,30.8473450749188,114.952181651587,220.846724230488,189.529532679594,465.398127279813,90.569506280006,79.3930828745713,536.788575700701,1641.83064412743,135.634454256451,23.3394313317589,206.473618693915,668.546458785568,3488.79599944673,640.830866245727,1240.74353487518,1600.64280878974,2136.89225320486,68.1514188591419,10.8762485836249,13.8762485836249,18.7878547147855,18049.8494839682,295.412272685943,441.709235864588,3634400,BU03634400,Surinamepleinbuurt,Amsterdam,Buurt,BU03634400,1,1540,675,860,200,160,665,325,200,1085,345,95,25,345,165,15,15,25,15,105,,,,,915,540,195,175,"1,7",18294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,1,1058,1,1,7896
2614,03634401,596.072843427267,315.755077853132,3.45521198992116,45.4356091841408,120.67105377279,2835.61904644749,2352.65252066444,5,9,19,2352.65252066444,4,8,14,168.326968780941,38.7521024697958,293.696066899855,896.947441545514,314.789784125186,5.795741143425,43.2205198265299,128.835291990033,331.152576198695,2.62395983100462,48.3949128665299,101.658496995518,23.4678084879357,108.869231100793,217.683535103168,524.721211255795,471.148602905758,189.145787251119,62.1029011008751,419.51421791198,1473.42478746889,142.052256529102,17.9780709719,149.373333620917,566.238197191965,3261.81484262027,994.409554587183,1585.83158089201,1612.68279527653,2576.8178845666,69,9.44013375227761,14,19,34593.7534249194,573.594302020042,777.20593435522,3634401,BU03634401,Westlandgrachtbuurt,Amsterdam,Buurt,BU03634401,1,3620,1705,1910,460,315,1700,805,345,2580,725,250,70,770,560,70,30,105,70,285,,,,,2135,1165,550,415,"1,7",22823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,3,1058,1,1,6540
2615,03634402,452.007931961734,165.570983251604,3.8279762283158,41.9852076987621,118.114515487916,2764.37828150252,2044.15214038343,5,9,19,2044.15214038343,4,8,14,98.1900745663932,40.2298776638374,267.801599936071,806.341022599225,313.64882268042,5.8279762283158,37.6347550662245,122.291243354964,553.945694081654,3.34405103003529,45.7120900442995,99.9582861987817,22.4990561345693,97.2280454692118,214.045889785172,565.820436440058,470.560573084972,65.7025141862295,57.9801883935464,337.225615457445,1276.61598328158,146.251321499011,16.6300627948737,112.289069677339,439.939897404356,3125.01841593148,865.143815648621,1658.20080882345,1512.01841593148,3006.38931075999,69,7.97949318764354,14,19,35966.394774441,595.330994193602,773.051141458945,3634402,BU03634402,Aalsmeerwegbuurt West,Amsterdam,Buurt,BU03634402,1,2545,1155,1385,290,225,1380,480,185,1895,455,160,40,630,390,45,20,65,30,230,,,,,1545,840,440,260,"1,6",26014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,1,1059,1,1,6292
2616,03634403,316.139978140205,481.737116995246,3.30013271674836,41.0081318318376,115.861644232578,2661.53142463333,2059.88291174585,5,9,19,2059.88291174585,4,8,14,122.188767588377,38.5129169746229,270.943928354531,812.11715322731,184.404079517712,6.00998516942983,38.8372802727955,121.191553961449,835.9661676512,3,45.039762181552,97.9545391221502,20.41799438975,102.263120850424,213.582773347985,840.713490113831,469.532851639295,117.70590344983,59.5036995429284,359.231650593907,1300.19249838117,140.373745191844,16.5275814089347,110.189360669626,460.042432063827,3022.05202288174,793.813229730193,2015.28407584728,1408.69446154022,3017.97395910927,69,8.53285163929458,14,19,60795.5565663985,521.073063530628,838.379582314754,3634403,BU03634403,Aalsmeerwegbuurt Oost,Amsterdam,Buurt,BU03634403,1,2150,1035,1115,225,185,1010,530,210,1535,425,165,40,510,335,65,15,65,35,160,,,,,1305,710,360,230,"1,6",19063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,1,1059,1,1,6226
2617,03634404,350.776143249862,485.170075542356,4,46.9227256072163,124.713518252993,2657.77614324986,2484.97664198339,5,9,19,2484.97664198339,4,8,14,118.303511879231,41.2934932009564,306.998462032128,943.957567179716,168.102630830078,6.50684580215993,44.9227256072163,136.074209844646,540.264956613684,2.87295009248867,48.3427506592528,103.686019374937,26.9485137650204,115.649935464529,225.278534144941,652.888313684805,471,99.9642300191548,77.5918517509308,479.194360605467,1592.81011327405,233.063761601997,21.9077665512013,174.005402339557,650.190423995689,3018.77614324986,1094.06026852704,1743.01266094356,1405.15657287036,2543.10317346753,69,10.5650158919484,14.1497698127397,19,42737.6076046646,364.486931891572,587.428160470879,3634404,BU03634404,Legmeerpleinbuurt,Amsterdam,Buurt,BU03634404,1,1685,785,900,235,160,735,385,180,1200,335,120,40,395,210,25,15,35,15,120,,,,,975,525,250,195,"1,7",24304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,1058,1,1,7270
2618,03634500,224.332167121771,428.886235195925,5.91176573736831,49.1139467232503,128.419169502973,2257.16928427848,2257.16928427848,6,9,19,2257.16928427848,5,8,14,55.0263334174286,45.4191695029726,344.657967878883,930.322519112124,201.688724617305,7.49259623439569,49.1139467232503,131.374746909347,477.504733045236,4.72439228269493,45.9851924687914,103.522211296813,26.202180985882,123.389554440555,229.389554440555,605.474507058198,472.202180985882,43.4256060086766,88.5074037656043,567.342067191639,1594.35072037394,147.548544714242,21.797819014118,198.654065277085,649.38875156457,2572.87825810534,1283.03566766539,2136.50924657165,1004.87886902996,2738.1631765406,69,9.49259623439569,15,19,47060.5838526704,490.579492479393,718.991618154073,3634500,BU03634500,Schinkelbuurt Noord,Amsterdam,Buurt,BU03634500,1,2420,1140,1280,245,240,1215,535,195,1825,405,165,40,645,375,55,20,60,35,210,,,,,1535,940,380,225,"1,6",24266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,1,1075,1,1,7951
2619,03634501,154.552315926762,423.552315926762,5.27935502863837,45.3967751431918,126.094465086619,2269.06809972846,2269.06809972846,5.27935502863837,9,19,2269.06809972846,4.27935502863837,8,14,89.0971823176239,45.234840229107,307.213317098345,887.236126588486,272.591395238738,7.72064497136163,44.4912402298109,128.138979886151,553.33676596061,4,45.256400000704,103.161934914085,24.2793550286384,118.720644971362,225.535755029342,732.793294826086,471.279355028638,110.748780026554,79.2118852011726,461.742423562422,1485.9770816129,93.2836496946085,19,145.685605890605,562.892092245057,2634.53778018667,1187.89914078287,2065.89914078287,1017.06809972846,2836.00973015353,69,9,15,19,54006.8745853891,411.799987792969,805.776683861595,3634501,BU03634501,Schinkelbuurt Zuid,Amsterdam,Buurt,BU03634501,1,1505,700,805,160,140,650,360,210,1035,255,175,50,325,390,55,10,120,40,165,,,,,970,630,175,170,"1,6",7948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,5,1075,1,1,7127
2620,03634600,752,460,5,58,135,2835,2835,6,9,17,2835,5,8,13,182,33,460,974,352,3,60,142,661,5,46,107,11,134,243,51,470,157,50,849,1751,847,4,283,725,2798,2193,2798,1456,1861,70,12,15,19,50150,,487.088333333333,3634600,BU03634600,Valeriusbuurt Oost,Amsterdam,Buurt,BU03634600,1,1375,690,685,310,145,330,430,175,750,510,95,30,495,135,5,5,15,10,100,,,,,610,240,140,240,"2,3",11987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,1,1075,1,1,7322
2621,03634601,347.807408812233,386.205773943497,5.4307787131674,52.4236129651378,128.717631153578,2094.82953531518,2094.82953531518,6,9,19.7881935174311,2094.82953531518,5,8,13.7881935174311,170.670815306211,56.9370465459925,391.76837832228,939.459939235979,202.979218793765,7.78819351743111,53.6254521546265,133.871524719415,221.312037667471,5.70766386049781,44.9338018391259,102.888657760525,22.5050533253725,127.56270749343,231.790995062482,437.06375758285,472,32.9422883250251,83.3005019926348,679.204998907568,1661.22528725374,241.663095996257,14.4191293711492,223.703742819335,683.514139904359,2258.16688745957,1677.53596646391,2258.16688745957,865.360156306018,2570.49970273014,70,9.5692212868326,15,19,112924.725769093,768.621772864252,1215.43137180707,3634601,BU03634601,Valeriusbuurt West,Amsterdam,Buurt,BU03634601,1,2560,1230,1325,490,250,805,680,350,1560,780,175,55,770,370,40,15,50,45,220,,,,,1240,550,315,385,"2,1",18872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,1,1075,1,1,7500
2622,03634602,371.535861358805,382.965134301272,6.59470819853229,54.837042610274,134.026459007339,2445.93274646888,2445.93274646888,6,9,18.5947081985323,2445.93274646888,5,8,14,114.292288013893,40.7047475735813,403.181009705675,969.647626213209,215.843723822308,5.97354099266146,54.0264590073385,139.215875404403,562.499756726907,4,47.8105836029354,104.810583602935,24.9206229779844,132.026459007339,238.026459007339,442.025220074169,471.189416397065,121.53882577133,80.383036139824,710.062563639236,1697.3439670954,309.148621873286,16.110039375049,245.669881874853,699.158754044031,2628.80341584472,1665.55811702045,2271.34224161605,1204.06504150558,2326.09371253846,69,11.4052918014677,15,19,255630.220393917,850,1782.63166239561,3634602,BU03634602,Willemsparkbuurt Noord,Amsterdam,Buurt,BU03634602,1,1555,775,775,230,195,485,445,215,945,490,100,30,465,155,10,5,20,10,115,,,,,790,380,205,215,"2,0",8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,1075,1,1,8175
2623,03634700,325,140,7,74,145,2623,2483,5,10,18,2804,4,8,14,68,88,531,1026,535,6,79,152,531,10,49,113,21,159,264,0,470,119,146,1022,1806,396,32,345,738,2738,2491,2579,266,854,69,13,15,19,52035,577,827.61,3634700,BU03634700,Johannnes Vermeerbuurt,Amsterdam,Buurt,BU03634700,1,1535,760,775,250,135,490,400,270,850,545,95,55,525,180,5,25,20,15,120,,,,,785,375,195,220,"1,9",9946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,1,1071,1,1,8701
2624,03634703,380.095847131102,285.785600827598,5.61750204946407,64.3569187894198,138.56858664539,3240.08003144239,2535.80671972718,6,9,18,3307.48916466108,5,8,14,209.747068242302,32.5904276095758,516.609427061881,1018.12116705111,518.159173920972,3.0729992864178,73.6408382924219,147.642333571194,486.636316260976,9.8540014271644,49.591922888348,105.283919503002,11.95033695654,154.23276118077,251.46926055847,67.007915565595,470,30.0439800196983,53.5736737305149,997.24802509123,1781.06267872559,418.585304329322,1.30875102473203,338.207331065317,732.283919503002,2939.35557280033,2640.06734739163,2939.35557280033,1012.87954439315,1401.94045291236,69,12.666417453538,15,19,251108.118009421,,2228.24663294734,3634703,BU03634703,Cornelis Schuytbuurt,Amsterdam,Buurt,BU03634703,1,2925,1460,1465,510,350,765,865,445,1600,1095,170,70,995,290,5,15,35,15,225,,,,,1455,690,350,425,"2,0",15026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,1071,1,1,7130
2625,03634705,263.822246788924,263.822246788924,7.17250429171315,70.4137478541434,143.172504291713,2680.74300967948,2643.41637231382,6,9.58625214585657,18,2891.32926182534,5,8,14,132,61.8288079381275,510.137478541434,1029.27626931271,541.172504291713,5.58625214585657,79.3450085834263,153.172504291713,187.495609423267,11.1725042917131,48.0687392707171,110,20.7587564375697,152.654991416574,260.586252145857,42.6160289767729,470.586252145857,105.032401290598,103.622590125976,977.068739270717,1799.34500858343,433.066114811036,17.6212778961355,323.654991416574,738.75875643757,2584.68214378781,2481.67951932813,2561.8183100994,299.329261825339,1136.88573714028,69,13,15,19,147479.090705582,1576,1824.14455303287,3634705,BU03634705,Hondecoeterbuurt,Amsterdam,Buurt,BU03634705,1,2055,970,1085,330,200,690,480,365,1235,640,125,65,630,220,5,15,25,20,160,,,,,1090,555,275,270,"1,9",16559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,0,1071,1,1,7003
2626,03634706,199.586846608128,199.586846608128,10.6283455705303,66.0437359807855,142.104881351165,2427.57937477328,2616.44264871827,4.78145031586401,11.3849957677757,17.3075021161122,2637.66029473001,3.78145031586401,9.38499576777565,13.3075021161122,290.56826914628,77.1988420408985,490.904403398858,1026.23694529222,431.886876889389,6.91908004326458,76.0318232992167,150.582675218084,508.728198176639,8.92652258595691,46.4699319621314,108.91890947281,21.1654367889969,141.808667444912,257.639804350843,367.292089395041,467.388422072848,240.478782261868,128.434980818095,964.20534009686,1795.1520150943,334.752229033899,29.7784260983802,303.481116544654,736.111904531763,2528.79576808506,2077.15579222883,2166.15579222883,295.541521552208,1001.29260639603,67.0849361943558,13,15,18,43394.3682402435,718.501770230608,894.093878302816,3634706,BU03634706,Harmoniehofbuurt,Amsterdam,Buurt,BU03634706,1,1385,630,755,120,70,285,305,620,600,525,165,110,260,105,0,5,30,5,65,,,,,880,540,225,120,"1,6",14164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,2,1071,1,1,8005
2627,03634709,272.404958394867,126.601696879784,9,69.3380750371454,145,2419.0184673109,2396.00756983679,4.66192496285457,10.6761500742909,17,2628.0184673109,3.66192496285457,8.67615007429086,13,138.651027488744,91.633474739982,530.014225111436,1033.30962481427,436.299641902297,6.66192496285457,78.9715497771274,152.661924962855,550.960652303017,9.98577488856372,47.6761500742909,107.661924962855,22.3238499257091,147.957324665691,261.647699851418,109.437650817199,470.323849925709,67.4092005943268,159.366525260018,1054.67947771162,1804.98577488856,158.38832020824,38.3807503714543,350.142251114363,739.661924962855,2686.40495839487,2305.95066939104,2394.28874442819,214.066883357721,767.007569836785,69,13,15,19,58789.2936478501,900,878.055074607393,3634709,BU03634709,Duivelseiland,Amsterdam,Buurt,BU03634709,1,1380,685,695,160,115,720,290,110,1020,265,80,25,425,175,10,15,25,20,115,,,,,870,525,215,140,"1,6",23627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,1071,1,1,8842
2628,03634800,422.889555004959,398.042977022481,5.56616103475974,49.9844132159794,124.254756543659,1993.47609247091,1993.47609247091,6,9,20,1993.47609247091,5,8,14,200.989646189751,55.1691948262013,377.811029983039,901.240349352229,200.989646189751,8,50.5758397167332,128.820917578419,160.853171351894,6.49220660798971,45.0583676427495,102.624528677509,23.4494257492608,122.159516144228,226.461033039949,549.33010961552,472,108.941741883501,75.9144382825422,621.08050201869,1582.69858249144,230.102414731571,12.0311735680412,195.260124542989,629.669877634826,2160.02334960693,1633.9682990789,2160.02334960693,769.276350816883,2642.82231622351,70,9.43383896524026,15,19,12907.2441767118,549.611375271597,726.211047627817,3634800,BU03634800,Bertelmanpleinbuurt,Amsterdam,Buurt,BU03634800,1,1070,490,580,100,115,370,290,210,670,225,145,35,170,335,100,15,75,55,90,,,,,650,380,150,125,"1,6",19717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1075,1,1,7117
2629,03634801,474.810744357107,298.197396543729,4.78968385471959,50.2129409708712,126.416489658626,1962.85145603985,1962.85145603985,6,9,19.0793682480821,1962.85145603985,5,8,13.409411179605,163.12163285359,43.320401416013,353.541553072656,879.242952931137,183.921266792119,6.84804912774813,49.6269219160265,126.064271865933,120.72951609611,8.28793424330687,42.5382508860513,101.900797146911,12.8562040608597,116.994421416359,225.569157729974,735.618598605409,471.669957068477,173.584671689666,58.6401787457573,594.505646894223,1547.02054390846,438.328227701855,9.03401182900378,173.658698445067,615.818280138341,1919.97531216488,1603.36652552671,1919.97531216488,760.366525526706,2521.83817468912,70,9.09597808110229,15,19,41582.4481928639,917.3051574889,1086.71058512452,3634801,BU03634801,Marathonbuurt Oost,Amsterdam,Buurt,BU03634801,1,1465,700,765,155,175,450,425,270,925,315,185,50,270,360,75,15,80,35,160,,,,,900,550,155,205,"1,6",9842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,1,1076,1,1,6824
